Africa	非洲
Categoria:Bioquimista american	Category:美國生物化學家
Categoria:Istòria del cinèma	Category:电影史
Categoria:Subdivision de Belgica	Category:比利時行政區劃
Categoria:President de la Royal Society	Category:英国皇家学会会长
Categoria:Scientific neozelandés	Category:紐西蘭科學家
Categoria:Subdivision de Soïssa	Category:瑞士行政區劃
Modèl:Utilizaire ru-1	Template:User ru-1
Categoria:Riu d'Espanha	Category:西班牙河流
Modèl:Utilizaire sk-1	Template:User sk-1
Categoria:Riu d'Argentina	Category:阿根廷河流
Modèl:Utilizaire sr-1	Template:User sr-1
Modèl:Utilizaire sxu-1	Template:User sxu-1
Modèl:Utilizaire tr-1	Template:User tr-1
Modèl:Utilizaire uk-1	Template:User uk-1
Modèl:Utilizaire uk-4	Template:User uk-4
Categoria:Economista per nacionalitat	Category:各国经济学家
Modèl:Utilizaire vo-1	Template:User vo-1
Categoria:Scientific per nacionalitat	Category:各國科學家
Categoria:Mètge per nacionalitat	Category:各国医生
Modèl:Utilizaire zh-1	Template:User zh-1
Categoria:Zoologista per nacionalitat	Category:各国动物学家
Modèl:Utilizaire zh-2	Template:User zh-2
Modèl:Utilizaire zh-3	Template:User zh-3
Categoria:Fisician per nacionalitat	Category:各國物理學家
Categoria:Tipologia de las lengas	Category:語言類型學
Categoria:Violonista per nacionalitat	Category:各國小提琴家
Categoria:Sociològ per nacionalitat	Category:各國社會學家
Categoria:Biologista per nacionalitat	Category:各國生物學家
Categoria:Romancièr per nacionalitat	Category:各國小說家
Categoria:Botanista per nacionalitat	Category:各国植物学家
Categoria:Teologian per país	Category:各国神学家
Categoria:Jornalista per nacionalitat	Category:各國記者
Categoria:Lingüista per nacionalitat	Category:各國語言學家
Categoria:Istorian per nacionalitat	Category:各國歷史學家
Categoria:Atlèta per nacionalitat	Category:各國田徑運動員
Categoria:Musician per país	Category:各國音樂家
Categoria:Antropològ per nacionalitat	Category:各國人類學家
Categoria:Correire ciclista per nacionalitat	Category:各国自行车运动员
Categoria:Ministre per país	Category:各國閣員
Categoria:Escultor per nacionalitat	Category:各国雕塑家
Categoria:Filosòf per nacionalitat	Category:各國哲學家
Categoria:Explorator per nacionalitat	Category:各国探险家
Categoria:Jogaire de tennis per país	Category:各國網球運動員
Categoria:Pintre per nacionalitat	Category:各國畫家
Categoria:Cultura de l'Edat Mejana	Category:中世紀文化
Categoria:Cultura maritima	Category:海事文化
Categoria:Cultura boliviana	Category:玻利維亞文化
Categoria:Cultura chèca	Category:捷克文化
Categoria:Cultura chiliana	Category:智利文化
Categoria:Zambia	Category:赞比亚
Categoria:Subdivision de Mongolia	Category:蒙古国行政区划
Categoria:Senegal	Category:塞內加爾
Categoria:Subdivision de Suècia	Category:瑞典行政區劃
Categoria:Subdivision d'Austràlia	Category:澳大利亞行政區劃
Categoria:Musèu per país	Category:各國博物館
Categoria:Antilhas Pichonas	Category:小安的列斯群島
Categoria:Grandas Antilhas	Category:大安的列斯群島
Categoria:Teatre per país	Category:各国戏剧
Categoria:Religion per país	Category:各國宗教
Categoria:Volcan per país	Category:各国火山
Categoria:Personalitat politica per país	Category:各國政治人物
Categoria:Politica de Bulgaria	Category:保加利亚政治
Categoria:Geografia dels Estats Units per estat	Category:美國各州地理
Categoria:Politica d'Andòrra	Category:安道​​爾政治
Categoria:Politica d'Àustria	Category:奧地利政治
Categoria:Politica d'Itàlia	Category:義大利政治
Categoria:Politica francesa	Category:法國政治
Categoria:Geografia urbana	Category:城市地理学
Categoria:Economia de Brasil	Category:巴西經濟
Categoria:Geografia de l'Egipte antica	Category:古埃及地理
Categoria:Istòria de Mexic	Category:墨西哥歷史
Categoria:Istòria de Suècia	Category:瑞典历史
Categoria:Istòria d'Àustria	Category:奧地利歷史
Categoria:Gentianales	Category:龍膽目
Categoria:Prèmi Nobel sud-african	Category:南非諾貝爾獎獲得者
Categoria:Espòrt als Estats Units	Category:美國體育
Categoria:Prèmi artistic	Category:藝術獎項
Categoria:Espòrt en França	Category:法國體育
Categoria:Seichèlas	Category:塞舌尔
Categoria:Sierra Leone	Category:塞拉利昂
Categoria:Zimbabwe	Category:津巴布韦
Categoria:Comuna de Finistèrra	Category:菲尼斯泰尔省市镇
Categoria:Comuna d'Ille et Vilaine	Category:伊勒-维莱讷省市镇
Categoria:Geografia de Russia	Category:俄羅斯地理
Categoria:Geografia de Montenegro	Category:蒙特內哥羅地理
Categoria:Geografia de las Seichèlas	Category:塞舌尔地理
Categoria:Lista de luòcs geografics	Category:地名列表
Categoria:Geografia d'Albania	Category:阿尔巴尼亚地理
Categoria:Geografia del Reialme Unit	Category:英國地理
Categoria:Geografia d'Ucraïna	Category:烏克蘭地理
Categoria:Geografia d'Egipte	Category:埃及地理
Categoria:Somalia	Category:索马里
Categoria:Val per país	Category:各国谷地
Categoria:Sodan del Sud	Category:南蘇丹
Categoria:Chad	Category:乍得
Categoria:Oganda	Category:烏干達
Categoria:Centreafrica	Category:中非共和國
Categoria:Riu dels Estats Units	Category:美国河流
Categoria:Riu del Reialme Unit	Category:英國河流
Categoria:Riu d'Egipte	Category:埃及河流
Categoria:Riu de Portugal	Category:葡萄牙河流
Categoria:Arquitècte per nacionalitat	Category:各国建筑师
Categoria:Diplomata per nacionalitat	Category:各国外交官
Categoria:Astronòm per nacionalitat	Category:各国天文学家
Categoria:Taulas Unicode	Category:Unicode区块
Categoria:Guèrra d'independéncia	Category:独立战争
Categoria:Guèrra de la Roma antica	Category:古羅馬戰爭
Categoria:Administracion territoriala istorica	Category:已不存在的國家行政區劃
Categoria:Concors Eurovision de la cançon	Category:歐洲歌唱大賽
Categoria:Camp de l'Istòria	Category:各科歷史
Categoria:Emperaire roman	Category:羅馬皇帝
Categoria:Personalitat grèga	Category:希臘人
Categoria:Personalitat norvegiana	Category:挪威人
Categoria:Personalitat neozelandesa	Category:紐西蘭人
Categoria:Personalitat letona	Category:拉脱维亚人
Categoria:Personalitat romanesa	Category:罗马尼亚人
Categoria:Personalitat lituaniana	Category:立陶宛人
Categoria:Personalitat montenegrina	Category:黑山人
Categoria:-1	Category:前1年
Categoria:Personalitat brasilièra	Category:巴西人
Categoria:Personalitat senegalesa	Category:塞内加尔人
Categoria:Personalitat suedesa	Category:瑞典人
Categoria:Personalitat eslovaca	Category:斯洛伐克人
Categoria:Personalitat argentina	Category:阿根廷人
Categoria:Personalitat argeriana	Category:阿尔及利亚人
Categoria:Personalitat estoniana	Category:愛沙尼亞人
Categoria:Personalitat indiana	Category:印度人
Categoria:Personalitat japonesa	Category:日本人
Categoria:Personalitat georgiana	Category:喬治亞人
Categoria:Compausat eterociclic comportant d'azòt	Category:含氮雜環
Categoria:Personalitat canadiana	Category:加拿大人
Categoria:-384	Category:前384年
Categoria:Teatre	Category:戏剧
Categoria:Personalitat finlandesa	Category:芬兰人
Categoria:Personalitat ongresa	Category:匈牙利人
Categoria:Cantaira per nacionalitat	Category:各國歌手
Categoria:Guitarrista per nacionalitat	Category:各国吉他手
Categoria:Pianista per nacionalitat	Category:各國鋼琴家
Categoria:Arqueològ	Category:考古学家
Categoria:-4	Category:前4年
Categoria:-518	Category:前518年
Categoria:Fauna en Oceania	Category:大洋洲動物
Categoria:Teologian	Category:神學家
Categoria:Lingüista	Category:语言学家
Categoria:Fotbolaire argentin	Category:阿根廷足球运动员
Categoria:Primièr ministre del Reialme Unit	Category:英国首相
Categoria:Personalitat alemanda per profession	Category:各职业德国人
Categoria:Personalitat mexicana per profession	Category:各職業墨西哥人
Categoria:Scientific egipcian	Category:埃及科学家
Categoria:Quimista egipcian	Category:埃及化学家
Categoria:Personalitat soïssa per activitat	Category:各职业瑞士人
Categoria:Modèl infobox musica	Category:音樂信息框模板
Categoria:Filipinas	Category:菲律宾
Categoria:Fauna endemica per país	Category:各國原生動物
Categoria:Jutge a la Cort Suprèma dels Estats Units	Category:美国最高法院大法官
Categoria:Piramida egipciana	Category:埃及金字塔
Bemòl	降音符
Categoria:Prèmi Nobel egipcian	Category:埃及諾貝爾獎獲得者
Categoria:Òli	Category:油
Categoria:Politecnician	Category:巴黎綜合理工學院校友
Categoria:Cantaire argentin	Category:阿根廷歌手
Categoria:Cantaire britanic	Category:英国歌手
Categoria:Cantaire colombian	Category:哥倫比亞歌手
Categoria:Cantaire polonés	Category:波蘭歌手
Categoria:Cantaire francés	Category:法国歌手
Categoria:Utilizaire nl	Category:Nl 使用者
Categoria:Utilizaire no-1	Category:No-1 使用者
Categoria:Utilizaire no-2	Category:No-2 使用者
Categoria:Utilizaire no	Category:No 使用者
Categoria:Utilizaire nds-nl-1	Category:Nds-nl-1 使用者
Categoria:Scientific alemand	Category:德國科學家
Categoria:Scientific rus	Category:俄罗斯科学家
Categoria:Scientific american	Category:美國科學家
Categoria:Scientific escocés	Category:蘇格蘭科學家
Categoria:Scientific azèria	Category:阿塞拜疆科学家
Categoria:Scientific austriac	Category:奧地利科學家
Categoria:Scientific italian	Category:意大利科学家
Categoria:Istòria de l'Orient Mejan	Category:中东历史
Categoria:Scientific chèc	Category:捷克科學家
Categoria:Scientific canadian	Category:加拿大科学家
Categoria:Scientific taiwanés	Category:台灣科學家
Categoria:Cellula per foncion	Category:各功能细胞
Categoria:Utilizaire zh-1	Category:Zh-1 使用者
Categoria:Scientific francés	Category:法國科學家
Categoria:Utilizaire zh-3	Category:Zh-3 使用者
Categoria:Utilizaire zh-2	Category:Zh-2 使用者
Categoria:Militar argentin	Category:阿根廷軍事人物
Categoria:Militar francés	Category:法國軍事人物
Categoria:Rei de Navarra	Category:纳瓦拉君主
Categoria:Rei dels Païses Basses	Category:荷兰君主
Categoria:Rei de Norvègia	Category:挪威君主
Categoria:Rei de Macedònia	Category:马其顿国王
Categoria:Literatura de la Grècia antica	Category:古希臘文學
Categoria:Rei de Suècia	Category:瑞典君主
Categoria:Monarca d'Espanha	Category:西班牙君主
Categoria:Rei de Jerusalèm	Category:耶路撒冷国王
Categoria:Proprietat intellectuala	Category:知识产权
Categoria:Drech internacional	Category:国际法
Categoria:Drech penal	Category:刑法
Categoria:Anura	Category:无尾目
Categoria:Acid	Category:酸
Categoria:Dramaturg rus	Category:俄国剧作家
Categoria:Papièr	Category:紙
Categoria:Ministèri	Category:部
Categoria:Dramaturg irlandés	Category:爱尔兰剧作家
Categoria:Corrent marin	Category:洋流
Categoria:Epòca arcaïca	Category:古體希臘
Categoria:Mecanica	Category:力學
Categoria:Grop etnic d'Asia	Category:亚洲民族
Categoria:Grop de musica francés	Category:法國樂團
Categoria:Grop de rock american	Category:美国摇滚乐团
Categoria:Grop de musica espanhòl	Category:西班牙樂團
Categoria:Grop de musica italian	Category:義大利樂團
Categoria:Grop de musica american	Category:美国乐团
Categoria:Grop de musica alemand	Category:德國樂團
Categoria:Armenia	Category:亞美尼亞
Categoria:Bahrayn	Category:巴林
Categoria:Botan	Category:不丹
Categoria:Lenga tai	Category:台语支
Categoria:Archipèla de l'ocean Atlantic	Category:大西洋群島
Categoria:Scientific chinés	Category:中国科学家
Categoria:Cicle biogeoquimic	Category:生态循环
Categoria:Quimista taiwanés	Category:台湾化学家
Categoria:Poèta anglés	Category:英格蘭詩人
Categoria:Poèta american	Category:美国诗人
Categoria:Prèmi Nobel finlandés	Category:芬蘭諾貝爾獎獲得者
Categoria:Radioactivitat	Category:放射性
Categoria:Duc de Normandia	Category:诺曼底公爵
Categoria:Fisician alemand	Category:德国物理学家
Categoria:Anatomia dels membres inferiors	Category:下肢解剖学
Categoria:Anatomia umana	Category:人体解剖学
Categoria:Fisician soís	Category:瑞士物理学家
Categoria:Terrorisme	Category:恐怖主义
Categoria:Fisician britanic	Category:英国物理学家
Categoria:Fisician austriac	Category:奥地利物理学家
Categoria:Fisician italian	Category:意大利物理学家
Categoria:Fisician francés	Category:法國物理學家
Categoria:Suicidi	Category:自殺
Categoria:Management	Category:管理学
Categoria:Scientific indian	Category:印度科學家
Categoria:Relacions internacionalas	Category:國際關係
Categoria:Servici public	Category:公共服務
Categoria:Actor mexican	Category:墨西哥演員
Categoria:Actor espanhòl	Category:西班牙演员
Categoria:Actor britanic	Category:英国演员
Categoria:Pena de mòrt	Category:死刑
Categoria:Actor italian	Category:義大利演員
Categoria:Percepcion	Category:知覺
Categoria:Analisi numerica	Category:数值分析
Categoria:Ancian país d'Africa	Category:已不存在的非洲國家
Categoria:Fonologia	Category:音韻學
Categoria:Formacion de mots	Category:造詞
Categoria:Lista de dirigents	Category:領袖列表
Categoria:Exploracion de la Luna	Category:月球探測
Categoria:Reproduccion	Category:繁殖
Categoria:Estat comunista	Category:共产主义国家
Categoria:Conservacion de la natura	Category:自然保育
Categoria:Escritura	Category:书面语
Categoria:Activisme	Category:行动主义
Categoria:Finança	Category:金融
Categoria:Fotograf francés	Category:法国摄影师
Categoria:Navigacion	Category:航海
Categoria:Sociològ francés	Category:法国社会学家
Categoria:Politica en Euròpa	Category:欧洲政治
Categoria:Politica en Asia	Category:亞洲政治
Categoria:Biologista suedés	Category:瑞典生物学家
Categoria:Biologista canadian	Category:加拿大生物学家
Categoria:Biologista francés	Category:法国生物学家
Categoria:Bioquimista alemand	Category:德國生物化學家
Categoria:President d'Irlanda	Category:爱尔兰总统
Categoria:Medecina parallèla	Category:替代医学
Categoria:Missionari italian	Category:意大利传教士
Categoria:President de Sodan	Category:苏丹总统
Categoria:Medecina tradicionala	Category:传统医学
Categoria:Prèmi Nobel japonés	Category:日本諾貝爾獎獲得者
Categoria:President de Botswana	Category:博茨瓦纳总统
Categoria:Espòrt de combat	Category:搏擊運動
Categoria:Guitarra	Category:吉他
Categoria:Espòrt individual	Category:个人项目
Categoria:President de Georgia	Category:格鲁吉亚总统
Categoria:President de Sri Lanka	Category:斯里兰卡总统
Categoria:President de Guatemala	Category:危地马拉总统
Categoria:President de Laos	Category:老挝国家主席
