Africa	非洲
4806 Miho	小行星4806
4684 Bendjoya	小行星4684
4785 Petrov	小行星4785
4777 Aksenov	小行星4777
4783 Wasson	小行星4783
Sainte-Cécile-les-Vignes	桑特塞西莱-莱维格
Metamorphoses (Apuleius)	金驴记
Bersillies	贝尔西利
4682 Bykov	小行星4682
4794 Bogard	小行星4794
4700 Carusi	小行星4700
4788 Simpson	小行星4788
4787 Shul'zhenko	小行星4787
4675 Ohboke	小行星4675
4698 Jizera	小行星4698
4689 Donn	小行星4689
4699 Sootan	小行星4699
4694 Festou	小行星4694
4696 Arpigny	小行星4696
4680 Lohrmann	小行星4680
4693 Drummond	小行星4693
4811 Semashko	小行星4811
4813 Terebizh	小行星4813
4812 Hakuhou	小行星4812
4810 Ruslanova	小行星4810
4669 Høder	小行星4669
4643 Cisneros	小行星4643
4640 Hara	小行星4640
4638 Estens	小行星4638
4612 Greenstein	小行星4612
4634 Shibuya	小行星4634
4621 Tambov	小行星4621
4774 Hobetsu	小行星4774
4733 ORO	小行星4733
4623 Obraztsova	小行星4623
4624 Stefani	小行星4624
4636 Chile	小行星4636
4713 Steel	小行星4713
Planeta oceanicus	海洋行星
4665 Muinonen	小行星4665
4676 Uedaseiji	小行星4676
4670 Yoshinogawa	小行星4670
4739 Tomahrens	小行星4739
4550 Royclarke	小行星4550
4726 Federer	小行星4726
4525 Johnbauer	小行星4525
4745 Nancymarie	小行星4745
4766 Malin	小行星4766
4683 Veratar	小行星4683
4687 Brunsandrej	小行星4687
4681 Ermak	小行星4681
4667 Robbiesh	小行星4667
4685 Karetnikov	小行星4685
3971 Voronikhin	小行星3971
3969 Rossi	小行星3969
3991 Basilevsky	小行星3991
3986 Rozhkovskij	小行星3986
3856 Lutskij	小行星3856
4582 Hank	小行星4582
3974 Verveer	小行星3974
4530 Smoluchowski	小行星4530
3843 OISCA	小行星3843
3842 Harlansmith	小行星3842
4547 Massachusetts	小行星4547
Nanzhao	南诏
3885 Bogorodskij	小行星3885
3880 Kaiserman	小行星3880
4563 Kahnia	小行星4563
4531 Asaro	小行星4531
4601 Ludkewycz	小行星4601
4704 Sheena	小行星4704
4747 Jujo	小行星4747
4740 Veniamina	小行星4740
4762 Dobrynya	小行星4762
4724 Brocken	小行星4724
4761 Urrutia	小行星4761
4728 Lyapidevskij	小行星4728
4735 Gary	小行星4735
4767 Sutoku	小行星4767
4751 Alicemanning	小行星4751
4664 Hanner	小行星4664
4671 Drtikol	小行星4671
4679 Sybil	小行星4679
4677 Hiroshi	小行星4677
Héricourt (Fretum Calisii)	埃里库尔
Gouves	古韦斯
Fresnoy-en-Gohelle	弗雷努瓦昂戈埃勒
Houlle	乌勒
Feuchy	弗希
Hestrus	埃斯特吕 (加来海峡省)
Ecques	埃克 (加来海峡省)
Famechon (Fretum Calisii)	法梅雄 (加来海峡省)
4729 Mikhailmil'	小行星4729
4725 Milone	小行星4725
4734 Rameau	小行星4734
4717 Kaneko	小行星4717
4723 Wolfgangmattig	小行星4723
4727 Ravel	小行星4727
4533 Orth	小行星4533
4731 Monicagrady	小行星4731
4710 Wade	小行星4710
4705 Secchi	小行星4705
4508 Takatsuki	小行星4508
3954 Mendelssohn	小行星3954
Houvin-Houvigneul	乌万乌维尼厄勒
3977 Maxine	小行星3977
Floringhem	弗洛兰盖姆
3933 Portugal	小行星3933
3997 Taga	小行星3997
3932 Edshay	小行星3932
3984 Chacos	小行星3984
3961 Arthurcox	小行星3961
3967 Shekhtelia	小行星3967
3876 Quaide	小行星3876
3882 Johncox	小行星3882
3898 Curlewis	小行星3898
Hocquinghen	奥坎冈
3926 Ramirez	小行星3926
3952 Russellmark	小行星3952
3929 Carmelmaria	小行星3929
3966 Cherednichenko	小行星3966
3987 Wujek	小行星3987
3925 Tret'yakov	小行星3925
3947 Swedenborg	小行星3947
3959 Irwin	小行星3959
Echinghen	埃尚冈
3996 Fugaku	小行星3996
3879 Machar	小行星3879
3837 Carr	小行星3837
3853 Haas	小行星3853
3951 Zichichi	小行星3951
3867 Shiretoko	小行星3867
4522 Britastra	小行星4522
Heuringhem	厄兰盖姆
3886 Shcherbakovia	小行星3886
3980 Hviezdoslav	小行星3980
Hermin	埃尔曼
3852 Glennford	小行星3852
3828 Hoshino	小行星3828
3830 Trelleborg	小行星3830
3875 Staehle	小行星3875
3972 Richard	小行星3972
4540 Oriani	小行星4540
4590 Dimashchegolev	小行星4590
3865 Lindbloom	小行星3865
3835 Korolenko	小行星3835
3863 Gilyarovskij	小行星3863
3871 Reiz	小行星3871
3791 Marci	小行星3791
Fampoux	方普
3783 Morris	小行星3783
3756 Ruscannon	小行星3756
3817 Lencarter	小行星3817
3775 Ellenbeth	小行星3775
3760 Poutanen	小行星3760
3764 Holmesacourt	小行星3764
3779 Kieffer	小行星3779
3758 Karttunen	小行星3758
3819 Robinson	小行星3819
3703 Volkonskaya	小行星3703
3726 Johnadams	小行星3726
3640 Gostin	小行星3640
Bertry	贝尔特里 (诺尔省)
3602 Lazzaro	小行星3602
3684 Berry	小行星3684
3652 Soros	小行星3652
4070 Rozov	小行星4070
4504 Jenkinson	小行星4504
3955 Bruckner	小行星3955
3945 Gerasimenko	小行星3945
3962 Valyaev	小行星3962
3944 Halliday	小行星3944
3965 Konopleva	小行星3965
3943 Silbermann	小行星3943
3633 Mira	小行星3633
Gouy-sous-Bellonne	古伊苏贝洛讷
Abancourt (Septentrio)	阿邦库尔
3642 Frieden	小行星3642
3700 Geowilliams	小行星3700
Hervelinghen	埃尔韦兰冈
3728 IRAS	小行星3728
3682 Welther	小行星3682
3695 Fiala	小行星3695
3715 Štohl	小行星3715
3921 Klement'ev	小行星3921
3939 Huruhata	小行星3939
3981 Stodola	小行星3981
3964 Danilevskij	小行星3964
3995 Sakaino	小行星3995
3973 Ogilvie	小行星3973
3942 Churivannia	小行星3942
3970 Herran	小行星3970
Ergny	埃尔尼 (加来海峡省)
3878 Jyoumon	小行星3878
3891 Werner	小行星3891
Bazuel	巴聚埃勒
3677 Magnusson	小行星3677
3736 Rokoske	小行星3736
3599 Basov	小行星3599
3668 Ilfpetrov	小行星3668
3623 Chaplin	小行星3623
3696 Herald	小行星3696
3692 Rickman	小行星3692
3593 Osip	小行星3593
3698 Manning	小行星3698
Bellancourt	贝朗库尔
3743 Pauljaniczek	小行星3743
Bellignies	贝利尼 (诺尔省)
3624 Mironov	小行星3624
3616 Glazunov	小行星3616
Bérelles	贝雷莱
3732 Vávra	小行星3732
3690 Larson	小行星3690
Plena Filix	普莱讷富热尔
3637 O'Meara	小行星3637
3938 Chapront	小行星3938
3937 Bretagnon	小行星3937
3941 Haydn	小行星3941
3688 Navajo	小行星3688
Sentō	錢湯
3922 Heather	小行星3922
3738 Ots	小行星3738
3909 Gladys	小行星3909
3826 Handel	小行星3826
Amfroipret	昂夫鲁瓦普勒
3679 Condruses	小行星3679
Buxières-sous-Montaigut	比克西埃苏蒙泰居
3675 Kemstach	小行星3675
Aubusson-d'Auvergne	奥比松多韦尔尼
3739 Rem	小行星3739
Espinasse (Podium Dumiatis)	埃斯皮纳斯 (多姆山省)
3659 Bellingshausen	小行星3659
3716 Petzval	小行星3716
Ceilloux	塞卢
3786 Yamada	小行星3786
Reherrey	雷埃尔雷 (默尔特-摩泽尔省)
3685 Derdenye	小行星3685
Saint-Rémy-aux-Bois	圣雷米奥布瓦 (默尔特-摩泽尔省)
3621 Curtis	小行星3621
3565 Ojima	小行星3565
Merviller	梅尔维莱 (默尔特-摩泽尔省)
3531 Cruikshank	小行星3531
Seranville	瑟朗维尔 (默尔特-摩泽尔省)
3511 Tsvetaeva	小行星3511
Château-sur-Cher	谢河畔沙托
3575 Anyuta	小行星3575
3601 Velikhov	小行星3601
Bouzel	布泽 (多姆山省)
3669 Vertinskij	小行星3669
3529 Dowling	小行星3529
3614 Tumilty	小行星3614
Cisternes-la-Forêt	西斯泰尔内拉福雷
3467 Bernheim	小行星3467
3530 Hammel	小行星3530
Cisai-Saint-Aubin	西赛圣奥班
3578 Carestia	小行星3578
3589 Loyola	小行星3589
3461 Mandelshtam	小行星3461
3371 Giacconi	小行星3371
3470 Yaronika	小行星3470
Grandeyrolles	格朗代罗莱
3453 Dostoevsky	小行星3453
Saint-Germain-l'Herm	圣日耳曼莱尔姆 (多姆山省)
3433 Fehrenbach	小行星3433
Chas (Podium Dumiatis)	沙镇
3387 Greenberg	小行星3387
3383 Koyama	小行星3383
Valbeleix	瓦尔贝莱 (多姆山省)
3366 Gödel	小行星3366
3518 Florena	小行星3518
3411 Debetencourt	小行星3411
Saint-Sauves-d'Auvergne	圣索韦多韦尔尼 (多姆山省)
3330 Gantrisch	小行星3330
Saint-Pierre-la-Bourlhonne	圣皮耶尔拉布尔永 (多姆山省)
3528 Counselman	小行星3528
3403 Tammy	小行星3403
3447 Burckhalter	小行星3447
Bavinchove	巴万什沃
Target Corporation	目標百貨
Bollezeele	博莱泽勒
O abies	圣诞树 (歌曲)
3702 Trubetskaya	小行星3702
Azas	阿扎
Juilles	瑞伊莱 (热尔省)
5699 Munch	小行星5699
5696 Ibsen	小行星5696
Galiax	加利阿
3454 Lieske	小行星3454
3243 Skytel	小行星3243
3561 Devine	小行星3561
3418 Izvekov	小行星3418
Arrien-en-Bethmale	贝特马尔地区阿尔里安
3332 Raksha	小行星3332
3249 Musashino	小行星3249
3404 Hinderer	小行星3404
3430 Bradfield	小行星3430
3373 Koktebelia	小行星3373
3474 Linsley	小行星3474
3460 Ashkova	小行星3460
3517 Tatianicheva	小行星3517
3466 Ritina	小行星3466
Idrac-Respaillès	伊德拉克雷斯佩莱
3269 Vibert-Douglas	小行星3269
Dému	代米
3493 Stepanov	小行星3493
Montaut (Arigia)	蒙托 (阿列日省)
3264 Bounty	小行星3264
3291 Dunlap	小行星3291
Beaupuy (Aegirtius)	博皮伊 (热尔省)
Antras (Arigia)	昂特拉 (阿列日省)
3273 Drukar	小行星3273
3456 Etiennemarey	小行星3456
Ricaud (Atax)	里科 (奥德省)
3521 Comrie	小行星3521
3537 Jürgen	小行星3537
Balma (Francia)	巴尔马
3345 Tarkovskij	小行星3345
3441 Pochaina	小行星3441
Blot-l'Église	布洛莱格利斯
Égliseneuve-des-Liards	埃格利瑟纳夫代利阿尔德
3591 Vladimirskij	小行星3591
3390 Demanet	小行星3390
Ternant-les-Eaux	泰尔南莱奥 (多姆山省)
3446 Combes	小行星3446
Le Breuil-sur-Couze	库兹河畔勒布勒伊
3429 Chuvaev	小行星3429
3459 Bodil	小行星3459
Murville	米尔维尔 (默尔特-摩泽尔省)
Vaucourt	沃库尔 (默尔特-摩泽尔省)
3339 Treshnikov	小行星3339
Remoncourt (Murta et Mosella)	雷蒙库尔 (默尔特-摩泽尔省)
3440 Stampfer	小行星3440
3263 Bligh	小行星3263
3471 Amelin	小行星3471
3571 Milanštefánik	小行星3571
Mercy-le-Haut	梅尔西莱奥 (默尔特-摩泽尔省)
3480 Abante	小行星3480
3336 Grygar	小行星3336
3358 Anikushin	小行星3358
Veney	韦内 (默尔特-摩泽尔省)
3253 Gradie	小行星3253
3175 Netto	小行星3175
3252 Johnny	小行星3252
3168 Lomnický Štít	小行星3168
Moriviller	莫里维莱 (默尔特-摩泽尔省)
3118 Claytonsmith	小行星3118
3185 Clintford	小行星3185
2849 Shklovskij	小行星2849
3238 Timresovia	小行星3238
3235 Melchior	小行星3235
3260 Vizbor	小行星3260
3203 Huth	小行星3203
3194 Dorsey	小行星3194
3057 Mälaren	小行星3057
Puxe	皮克斯 (默尔特-摩泽尔省)
3090 Tjossem	小行星3090
3242 Bakhchisaraj	小行星3242
Villette (Murta et Mosella)	维莱特 (默尔特-摩泽尔省)
3217 Seidelmann	小行星3217
Pexonne	珀克松 (默尔特-摩泽尔省)
3191 Svanetia	小行星3191
Vého	韦奥 (默尔特-摩泽尔省)
3209 Buchwald	小行星3209
3159 Prokof'ev	小行星3159
3215 Lapko	小行星3215
2891 McGetchin	小行星2891
Tucquegnieux	蒂屈埃尼厄 (默尔特-摩泽尔省)
3126 Davydov	小行星3126
2978 Roudebush	小行星2978
Moyen	穆瓦昂 (默尔特-摩泽尔省)
3042 Zelinsky	小行星3042
3025 Higson	小行星3025
Mouaville	穆阿维尔 (默尔特-摩泽尔省)
3065 Sarahill	小行星3065
3119 Dobronravin	小行星3119
3155 Lee	小行星3155
Les Aspres	莱萨斯普雷
3087 Beatrice Tinsley	小行星3087
Daméraucourt	达梅罗库尔
3140 Stellafane	小行星3140
2884 Reddish	小行星2884
Aube (Olina)	奥布 (奥恩省)
3131 Mason-Dixon	小行星3131
3100 Zimmerman	小行星3100
3075 Bornmann	小行星3075
Autheuil (Olina)	奥特伊 (奥恩省)
2883 Barabashov	小行星2883
Aunay-les-Bois	森林奥奈
3085 Donna	小行星3085
2844 Hess	小行星2844
2967 Vladisvyat	小行星2967
2879 Shimizu	小行星2879
2922 Dikan'ka	小行星2922
La Chapelle-Montligeon	拉沙佩勒蒙特利容
2861 Lambrecht	小行星2861
Colonizatio Americae Hispanica	西班牙美洲殖民地
2949 Kaverznev	小行星2949
2856 Röser	小行星2856
5222 Ioffe	小行星5222
Hem (Septentrio)	埃姆
Charensat	沙朗萨
Chappes (Podium Dumiatis)	沙佩 (多姆山省)
3204 Lindgren	小行星3204
Anzat-le-Luguet	昂扎莱吕盖
Celles-sur-Durolle	迪罗尔河畔瑟莱
Ars-les-Favets	阿尔莱法韦特
Les Ancizes-Comps	莱桑西泽孔普 (多姆山省)
Pierre-Percée	皮耶尔佩尔塞埃 (默尔特-摩泽尔省)
Grandrif	格朗德里 (多姆山省)
Beauregard-Vendon	博雷加尔旺东
Mignéville	米涅维尔 (默尔特-摩泽尔省)
Valz-sous-Châteauneuf	瓦尔苏沙托纳 (多姆山省)
Saint-Gervazy	圣热尔瓦齐 (多姆山省)
Pettonville	佩通维尔 (默尔特-摩泽尔省)
La Godivelle	拉戈迪韦尔
Vernet-la-Varenne	韦尔内拉瓦朗 (多姆山省)
Bulhon	比永
La Forie	拉福里耶 (多姆山省)
Beauregard-l'Évêque	博雷加尔莱韦屈埃
Cellule	瑟吕尔
Norroy-le-Sec	诺尔鲁瓦莱塞克 (默尔特-摩泽尔省)
Saint-Babel	圣巴贝 (多姆山省)
Stellae Librae	天秤座恒星列表
Vitrimont	维特里蒙 (默尔特-摩泽尔省)
2931 Mayakovsky	小行星2931
Neufmaisons	纳夫迈松 (默尔特-摩泽尔省)
2878 Panacea	小行星2878
2832 Lada	小行星2832
2942 Cordie	小行星2942
2957 Tatsuo	小行星2957
2842 Unsöld	小行星2842
Pannes (Murta et Mosella)	帕内 (默尔特-摩泽尔省)
2925 Beatty	小行星2925
2982 Muriel	小行星2982
Saint-Sauveur-la-Sagne	圣索弗拉萨尼 (多姆山省)
2990 Trimberger	小行星2990
2860 Pasacentennium	小行星2860
2877 Likhachev	小行星2877
2869 Nepryadva	小行星2869
2845 Franklinken	小行星2845
2853 Harvill	小行星2853
Integratio Europaea	歐洲統合
2881 Meiden	小行星2881
Olley	奥莱 (默尔特-摩泽尔省)
Vennezey	韦内泽 (默尔特-摩泽尔省)
La Cellette (Podium Dumiatis)	拉瑟莱特 (多姆山省)
Cournols	库尔诺尔
Les Authieux-du-Puits	莱索蒂厄迪皮伊特
Coudes	库代
Anceins	昂桑 (奥恩省)
Dominicus Ceauşescu	尼库·齐奥塞斯库
Raon-lès-Leau	朗莱洛 (默尔特-摩泽尔省)
Stella Kapteyn	卡普坦星
Aubrives	欧布里弗
Sabinae raptae	強擄薩賓婦女
Aulnoy-lez-Valenciennes	欧努瓦莱瓦朗谢讷
Audignies	欧迪尼 (诺尔省)
Beaurepaire-sur-Sambre	桑布尔河畔博尔派尔
Chambois	尚布瓦
Chaumont (Olina)	绍蒙 (奥恩省)
Échandelys	埃尚代利
Saint-Ferréol-des-Côtes	圣弗尔雷奥代科泰 (多姆山省)
Busséol	比塞奥
Saint-Donat	圣多纳 (多姆山省)
Gimeaux	吉莫
Castellum Novum (Podium Dumiatis)	沙托纳莱班
2983 Poltava	小行星2983
Charbonnières-les-Varennes	沙尔博尼埃莱瓦雷内
2916 Voronveliya	小行星2916
Prolagus sardus	意大利鼠兔
Universitas Viridimontana	佛蒙特大學
Iaculator	投手
Orsonnette	奥尔索内特 (多姆山省)
La Perrière (Olina)	拉佩尔里埃 (奥恩省)
Champcerie	尚普瑟里耶
Courgeoût	库尔茹
Domaize	多迈兹
Beaumont-lès-Randan	博蒙莱朗当
Moivrons	穆瓦夫龙 (默尔特-摩泽尔省)
Saint-Ail	圣艾 (默尔特-摩泽尔省)
Saint-Pancré	圣庞克雷 (默尔特-摩泽尔省)
Nonhigny	诺尼尼 (默尔特-摩泽尔省)
Saint-Boingt	圣布安格 (默尔特-摩泽尔省)
Sommerviller	索梅尔维莱 (默尔特-摩泽尔省)
Condé-sur-Huisne	于伊斯恩河畔孔代
Guêprei	盖普雷
Champeaux-sur-Sarthe	萨尔特河畔尚波
Hanvoile	昂瓦尔
Preutin-Higny	普勒坦伊尼 (默尔特-摩泽尔省)
Saint-Martin (Murta et Mosella)	圣马丹 (默尔特-摩泽尔省)
Han-devant-Pierrepont	昂德旺皮耶尔雷蓬
Pont-Saint-Vincent	蓬圣万桑 (默尔特-摩泽尔省)
Égliseneuve-près-Billom	埃格利瑟纳夫普雷比隆
Artonne	阿尔通
Authezat	奥特扎
Viviers-sur-Chiers	谢尔河畔维维耶尔 (默尔特-摩泽尔省)
Frankenweenie (2012)	怪誕復活狗
2035 Stearns	小行星2035
2577 Litva	小行星2577
2529 Rockwell Kent	小行星2529
Gibelion catla	卡特拉魮
Caudex	茎基
Chordophonum	絃鳴樂器
Celebrity	名人錄 (電影)
Permutatio sexus (chirurgia)	性別重置手術
Litterae Sanscritae	梵语文学
Stellae Arae	天坛座恒星列表
Pandaceae	小盘木科
Ceraunia	塞羅尼安山脈
Dioeceses Italicae Ecclesiae Catholicae	意大利天主教教区列表
Stellae Canis Minoris	小犬座恒星列表
7661 Reincken	小行星7661
Ceres	刻瑞斯
7665 Putignano	小行星7665
Litterae phantasticae	奇幻文學
Heraeum	赫拉神庙
Curalium hermatypicum	造礁珊瑚
Zierliana ziervogelii	铁齿蛹笔螺
Pythia cecillei	赛氏女教士螺
Aleius (flumen)	阿列伊河
Colombier (Elaver)	科隆比耶 (阿列省)
Carolus I	查理一世
Chachani	查查尼峰
Villemontoire	维勒蒙图瓦尔
Armentières-sur-Avre	阿夫尔河畔阿尔芒蒂耶尔
Blanchefosse-et-Bay	布朗舍福斯拜
Lorenzo’s Oil	奇蹟 (1992年電影)
Sventoslaus I (princeps Kioviensis)	斯维亚托斯拉夫·伊戈列维奇
7666 Keyaki	小行星7666
7669 Malše	小行星7669
7668 Mizunotakao	小行星7668
7670 Kabeláč	小行星7670
7671 Albis	小行星7671
7673 Inohara	小行星7673
7674 Kasuga	小行星7674
7675 Gorizia	小行星7675
7678 Onoda	小行星7678
7679 Asiago	小行星7679
7680 Cari	小行星7680
533 a.C.n.	前533年
530 a.C.n.	前530年
7683 Wuwenjun	小行星7683
Savo (insula)	薩沃島
574 a.C.n.	前574年
577 a.C.n.	前577年
Réthoville	雷托维尔 (芒什省)
579 a.C.n.	前579年
584 a.C.n.	前584年
7699 Božek	小行星7699
7696 Liebe	小行星7696
7687 Matthias	小行星7687
7688 Lothar	小行星7688
7691 Brady	小行星7691
585 a.C.n.	前585年
Absia	拉布西
596 a.C.n.	前596年
594 a.C.n.	前594年
Brieulles-sur-Bar	巴尔河畔布略勒
Hauviné	欧维内
La Chapelle (Arduenna)	拉沙佩勒 (阿登省)
Bulson	比尔松
Champigneul-sur-Vence	尚皮涅勒叙旺斯
640 a.C.n.	前640年
641 a.C.n.	前641年
642 a.C.n.	前642年
643 a.C.n.	前643年
La Besace	拉伯萨斯
Germont	热尔蒙
644 a.C.n.	前644年
Exermont	埃克塞尔蒙
Chémery-sur-Bar	巴尔河畔谢姆里
646 a.C.n.	前646年
Chesnois-Auboncourt	谢努瓦-欧邦库尔
653 a.C.n.	前653年
654 a.C.n.	前654年
Herpy-l'Arlésienne	埃皮拉莱谢讷
Boulzicourt	布尔济库尔
Auge (Arduennae)	欧日
Herbeuval	埃尔伯瓦勒
Neuflize	讷夫利兹
656 a.C.n.	前656年
Cavannum (Litora ad Mare)	卡旺
662 a.C.n.	前662年
Collegium Sanctae Mariae prope Wintoniam	温切斯特公学
663 a.C.n.	前663年
660 a.C.n.	前660年
664 a.C.n.	前664年
Volcano (pellicula 1997)	活火熔城
Sinus Tampa	坦帕湾
Cesare deve morire	凱撒必須死：舞台重生
Collegium Ludovici Magni	路易大帝中学
Vaudigny	沃迪尼 (默尔特-摩泽尔省)
Gerzat	热尔扎
685 a.C.n.	前685年
687 a.C.n.	前687年
688 a.C.n.	前688年
683 a.C.n.	前683年
689 a.C.n.	前689年
690 a.C.n.	前690年
692 a.C.n.	前692年
691 a.C.n.	前691年
694 a.C.n.	前694年
695 a.C.n.	前695年
699 a.C.n.	前699年
Death on the Nile (pellicula)	尼罗河上的惨案 (电影)
Liber magni et invisibilis spiritus	科普特語埃及人福音
Acharnenses	阿卡奈人
Saint-Martin-d'Ollières	圣马丹多利埃 (多姆山省)
Arconsat	阿尔孔萨
Courtisols	库尔蒂索尔
Escoutoux	埃斯库图
Condé-sur-Sarthe	萨尔特河畔孔代
Varennes-sur-Usson	于松河畔瓦雷内 (多姆山省)
Angledura	昂格吕尔
Allemanche-Launay-et-Soyer	阿莱芒舍-洛奈和苏瓦埃
Gondreville (Murta et Mosella)	贡德勒维尔 (默尔特-摩泽尔省)
Saint-Martial (Ardesca)	圣马尔蒂阿 (阿尔代什省)
Belleville (Murta et Mosella)	贝勒维尔 (默尔特-摩泽尔省)
Athis (Matrona)	阿蒂 (马恩省)
Cozzano	科扎諾
Saint-Barthélemy-le-Meil	圣巴尔泰莱米莱梅 (阿尔代什省)
Calacuccia	卡拉庫恰
Cherville	谢尔维尔 (马恩省)
Jublains	瑞布兰
La Bazoge-Montpinçon	拉巴佐格蒙特潘松 (马耶讷省)
Chevaigné-du-Maine	谢韦涅迪曼
Ahuillé	奥伊莱
Simeon II (rex Bulgariae)	西美昂二世·萨克森-科堡-哥达斯基
Belgeard	贝尔雅尔
Ballée	巴莱埃
La Baconnière	拉巴科尼埃
Chérancé (Meduana)	谢朗塞 (马耶讷省)
Landécourt	朗代库尔
Maidières	迈迪埃
Mattexey	马特克塞 (默尔特-摩泽尔省)
Flavigny-sur-Moselle	莫塞尔河畔弗拉维尼
Lubey	吕贝 (默尔特-摩泽尔省)
Einvaux	安沃
Biermes	比耶尔姆
Joudreville	茹德勒维尔
Lantéfontaine	朗泰丰坦 (默尔特-摩泽尔省)
Landres	朗德雷
Ogéviller	奥热维莱 (默尔特-摩泽尔省)
Valmy	瓦尔米 (马恩省)
Mont-Bonvillers	蒙邦维莱尔 (默尔特-摩泽尔省)
Magnières	马尼埃 (默尔特-摩泽尔省)
Noordpeene	诺尔佩讷
La Châtre-Langlin	拉沙特尔朗格兰
Nuillé-sur-Vicoin	维宽河畔尼伊莱 (马耶讷省)
Étrechet	埃特雷谢
Montreux (Murta et Mosella)	蒙特勒 (默尔特-摩泽尔省)
Bouessay	布埃赛
Les Bordes (Andra)	莱斯博尔代 (安德尔省)
Astillé	阿斯蒂莱
Alexain	阿勒克桑
La Berthenoux	拉贝尔唐乌
Gélacourt	热拉库尔
La Chapelle-au-Riboul	拉沙佩勒奥里布
La Boissière (Arauris)	拉布瓦西埃 (埃罗省)
Le Gicq	勒吉
La Croix-Comtesse	拉克鲁瓦孔泰斯
La Villedieu (Crosa)	拉维莱迪厄 (克勒兹省)
Le Vigen	莱维让
La Villetelle	拉维勒泰尔
Châtres-la-Forêt	沙特雷拉福雷
Hambers	昂贝尔 (马耶讷省)
Arquenay	阿尔屈埃奈
Changé (Meduana)	尚热 (马耶讷省)
Boulay-les-Ifs	布莱莱伊夫
La Neuve-Grange	拉纳夫格朗格
Les Autels-Villevillon	莱索泰尔维勒维隆
Bailleau-l'Évêque	拜洛莱韦屈埃
La Framboisière	拉夫朗布瓦西埃
La Lande-Saint-Léger	拉朗德圣莱热
Berchères-Saint-Germain	贝尔谢雷圣日尔曼
Le Pescher	勒佩斯舍
Le Valdécie	勒瓦尔代谢
La Tour-Blanche	拉图布朗克
Le Plessis-Sainte-Opportune	勒普莱西圣奥波尔坦
Vaudrimesnil	沃德里梅斯尼 (芒什省)
Le Vrétot	勒夫雷托
Saint-Étienne-l'Allier	圣埃蒂安拉利耶 (厄尔省)
La Vendelée	拉旺代莱埃 (芒什省)
Illiers-l'Évêque	伊利耶尔莱韦屈埃
Les Veys	莱斯韦
Vaudreville	沃德勒维尔 (芒什省)
Urville (Manica)	于尔维尔 (芒什省)
Troisgots	特鲁瓦斯戈特 (芒什省)
Tribehou	特里贝乌 (芒什省)
Videcosville	维代科斯维尔 (芒什省)
Le Vicel	勒维塞
Villiers-Fossard	维利耶尔福萨尔 (芒什省)
La Boissière-d'Ans	拉布瓦西埃当
Le Boullay-Thierry	勒布莱蒂耶尔里
